City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
409,Rieti,IT,42.4072,12.8592,48.99,60,1,8.05
410,Bellview,US,30.4616,-87.315,57.2,54,90,9.22
411,Dwarka,IN,22.2394,68.9678,68.54,51,0,16.35
412,Gazojak,TM,41.1875,61.4036,50.05,47,100,9.28
413,Bokoro,TD,12.3807,17.0568,74.16,19,0,13.62
414,Sompeta,IN,18.9333,84.6,67.55,53,0,3.53
415,Yzeure,FR,46.5644,3.355,48.0,93,98,5.75
416,Shelabolikha,RU,53.4131,82.6167,24.8,93,75,6.71
417,Awbari,LY,26.5921,12.7805,59.76,32,4,10.04
418,Zhanaozen,KZ,43.3,52.8,43.52,86,89,22.08
419,Itaituba,BR,-4.2761,-55.9836,89.6,62,20,11.5
420,Axim,GH,4.8699,-2.2405,80.11,86,17,8.97
421,Jalu,LY,29.0331,21.5482,54.05,61,0,1.83
422,Adre,TD,13.4667,22.2,63.73,27,0,21.61
423,Matara,LK,5.9485,80.5353,74.43,84,91,5.93
424,Sharjah,AE,25.3573,55.4033,69.8,45,0,2.3
425,Tiznit,MA,29.5833,-9.5,52.9,66,64,7.7
426,Umba,RU,66.6871,34.3429,7.14,94,98,5.26
427,Pasinler,TR,39.9803,41.6764,24.8,86,40,8.05
428,Queimadas,BR,-10.9783,-39.6264,88.84,36,76,6.44
429,Gazanjyk,TM,39.2446,55.5154,58.44,37,100,12.64
430,Orebro,SE,59.2741,15.2066,19.0,85,42,3.44
431,Lisakovsk,KZ,52.5369,62.4936,34.54,97,100,15.39
432,Alandi,IN,18.6667,73.9,66.33,36,3,4.38
433,Kutum,SD,14.2,24.6667,51.98,40,0,10.8
434,Borinskoye,RU,52.4569,39.3713,6.6,94,96,10.92
435,Mabaruma,GY,8.2,-59.7833,80.2,71,95,7.23
436,Torit,SS,4.4133,32.5678,80.92,21,37,1.88
437,Havoysund,NO,70.9963,24.6622,32.0,86,90,23.02
438,Yafran,LY,32.0633,12.5286,60.17,32,1,15.17
439,Halkirk,CA,52.2834,-112.1518,-9.4,100,100,6.91
440,Shumyachi,RU,53.8583,32.4242,9.9,96,97,6.73
441,Aksarayskiy,RU,46.7924,48.0119,41.0,81,75,26.84
442,Bodmin,GB,50.4715,-4.7243,37.4,87,40,5.75
443,Vredendal,ZA,-31.6683,18.5012,63.93,78,0,5.35
444,Totma,RU,59.9747,42.7642,-0.04,92,100,8.81
445,Gandu,BR,-13.7439,-39.4867,79.5,78,81,4.56
446,Bailieborough,IE,53.9167,-6.9667,42.01,89,90,1.01
447,Upata,VE,8.0086,-62.3989,83.79,55,99,6.44
448,Kingsland,US,30.8,-81.6898,64.0,87,99,1.99
449,Pimentel,PE,-6.8367,-79.9342,77.0,61,90,17.27
450,Lethem,GY,3.3803,-59.7968,87.67,49,6,13.58
451,Gorom-Gorom,BF,14.4439,-0.2361,79.99,16,0,9.48
452,Pangoa,PE,-12.1167,-73.0,75.63,93,99,3.15
453,Norrkoping,SE,58.5942,16.1826,6.8,92,79,4.61
454,Camabatela,AO,-8.1881,15.375,64.42,95,99,0.47
455,Ntoum,GA,0.3833,9.7833,84.2,84,40,6.91
456,Matane,CA,48.8286,-67.522,28.4,93,79,4.61
457,Berlevag,NO,70.8578,29.0864,26.6,93,90,10.36
458,Mathathane,BW,-22.2687,28.7495,77.4,75,71,17.63
459,Cizre,TR,37.3272,42.1903,47.23,69,0,3.18
460,Cervo,ES,43.6702,-7.4101,51.01,86,100,1.99
461,Darab,IR,28.7519,54.5444,52.65,39,0,0.96
462,Tamandare,BR,-8.7597,-35.1047,79.39,76,1,10.09
463,Kurchum,KZ,48.5722,83.6542,20.3,96,100,1.63
464,Campoverde,PE,-8.4753,-74.8058,86.0,66,75,4.61
465,Otjimbingwe,NA,-22.35,16.1333,82.0,39,86,1.07
466,Vestmanna,FO,62.1564,-7.1664,32.0,86,20,1.14
467,Japura,ID,-0.3167,102.35,72.25,94,99,1.72
468,Mizdah,LY,31.4451,12.9801,61.18,31,77,8.93
469,Tazovskiy,RU,67.4667,78.7,-36.29,82,37,3.18
470,Bhag,PK,29.0415,67.8239,59.68,31,0,1.52
471,Ilo,PE,-17.6394,-71.3375,71.04,75,67,4.68
472,Chaykovskiy,RU,56.7686,54.1148,33.01,96,100,1.99
473,Saint-Pierre,RE,-21.3393,55.4781,78.8,65,0,4.61
474,Aasiaat,GL,68.7098,-52.8699,0.37,78,3,9.37
475,Calama,CL,-22.4667,-68.9333,77.0,19,0,25.32
476,Floriano,BR,-6.7669,-43.0225,85.15,64,44,3.87
477,Begunitsy,RU,59.5855,29.3176,5.0,78,75,11.18
478,Atar,MR,20.5169,-13.0499,64.08,41,99,6.11
479,Boras,SE,57.721,12.9401,15.01,92,0,8.05
480,Alexandria,EG,31.2156,29.9553,60.8,77,40,10.36
481,Soavinandriana,MG,-19.1667,46.7333,61.54,100,100,1.43
482,Atasu,KZ,48.6814,71.6433,25.86,96,91,6.78
483,Corrente,BR,-3.7367,-43.3394,81.54,72,24,5.91
484,Tabat,ID,-2.635,115.2274,73.29,96,99,0.6
485,Aguilas,ES,37.4063,-1.5829,59.0,75,29,7.54
486,Pierreville,CA,46.0703,-72.8112,32.0,93,100,9.22
487,Bonavista,CA,48.6499,-53.1147,37.4,100,98,5.75
488,Hofn,IS,64.2539,-15.2082,36.77,79,100,12.73
489,Nalut,LY,30.3333,10.85,61.23,31,100,13.8
490,Mahon,ES,39.8885,4.2658,60.8,63,0,16.11
491,Mindelo,CV,16.8901,-24.9804,69.8,64,40,23.02
492,Velingara,SN,13.15,-14.1167,82.53,17,94,10.02
493,Tsiroanomandidy,MG,-18.7667,46.0333,69.12,93,100,2.93
494,Juruti,BR,-2.1522,-56.0922,90.86,49,54,3.49
495,Bakchar,RU,57.0186,82.0711,8.76,96,85,5.5
496,Almaty,KZ,43.25,76.95,28.4,93,75,4.47
497,Rundu,NA,-17.9333,19.7667,73.44,67,36,3.24
498,Colares,PT,38.7992,-9.4469,55.0,87,20,10.36
499,Rafaela,AR,-31.2503,-61.4867,86.0,26,0,3.0
500,Prieska,ZA,-29.6641,22.7474,83.61,13,0,6.4
501,Zemio,CF,5.0314,25.1361,78.51,20,9,6.62
502,Dakar,SN,14.6937,-17.4441,64.4,82,100,16.11
503,Leh,IN,34.1667,77.5833,3.29,60,0,2.98
504,Abnub,EG,27.2696,31.1511,57.2,82,0,9.22
505,Grindavik,IS,63.8424,-22.4338,35.6,87,75,19.57
506,Bud,US,39.447,-86.1758,33.01,71,100,18.1
507,Maralal,KE,1.0968,36.698,59.88,69,0,3.2
508,Dudinka,RU,69.4058,86.1778,-29.18,84,98,6.24
509,Sibi,PK,29.5448,67.8764,59.09,30,0,3.04
510,Iracoubo,GF,5.4802,-53.2011,78.35,84,77,15.55
511,Kathu,TH,7.9178,98.3332,78.8,73,20,13.8
512,Masallatah,LY,32.6167,14.0,65.16,28,0,14.65
513,Zhezkazgan,KZ,47.8043,67.7144,20.12,97,0,6.33
514,Xudat,AZ,41.631,48.681,50.22,70,94,6.98
515,Tartagal,AR,-22.5164,-63.8013,83.32,47,21,5.3
516,Asosa,ET,10.0667,34.5333,62.76,28,0,7.52
517,Gondar,ET,12.6,37.4667,50.85,45,0,5.93
518,Ivangorod,RU,59.3716,28.2162,5.95,93,100,6.15
519,Seydi,TM,39.4816,62.9137,53.24,41,100,17.0
520,Surt,LY,31.2089,16.5887,65.66,38,24,12.21
521,Akdepe,TM,42.0551,59.3788,51.8,62,0,6.91
522,Pedernales,DO,18.0384,-71.744,84.2,60,18,10.09
523,Lar,IN,26.2039,83.9717,58.62,67,64,3.74
524,Chulym,RU,55.0997,80.9572,14.25,97,90,6.04
525,Lundazi,ZM,-12.2929,33.1782,64.54,89,18,4.61
526,Saint-Ambroise,CA,48.5501,-71.3324,28.99,74,100,10.36
527,Mahajanga,MG,-15.7167,46.3167,82.4,83,20,5.75
528,Lyubech,UA,51.7026,30.6569,16.32,95,1,8.79
529,Karacakoy,TR,41.4029,28.3834,50.0,100,30,1.14
530,Sinop,TR,41.7711,34.8709,41.77,80,75,3.36
531,Asfi,MA,32.2994,-9.2372,57.31,74,70,9.42
532,Kidal,ML,18.4411,1.4078,74.75,16,74,11.05
533,Tabou,CI,4.423,-7.3528,79.0,89,35,7.47
534,Luhyny,UA,51.082,28.4006,17.51,95,2,6.4
535,Carolina,PR,18.3808,-65.9574,84.2,61,40,17.27
536,Chicama,PE,-7.8447,-79.1469,71.6,83,75,10.36
537,Zharkent,KZ,44.1628,80.0,31.19,80,100,1.52
538,Mutata,CO,7.2441,-76.4356,84.27,72,98,3.36
539,Oktyabrskoye,RU,43.0645,44.7417,38.86,75,97,6.49
540,Sernur,RU,56.9333,49.1536,15.55,96,100,16.37
541,Matagami,CA,49.7502,-77.6328,26.6,93,90,12.66
542,Brigantine,US,39.4101,-74.3646,50.0,62,1,12.66
543,Khomeyn,IR,33.6423,50.0789,43.93,62,80,3.42
544,Shu,KZ,43.5983,73.7614,32.67,88,100,7.67
545,Kyabe,TD,9.4515,18.9449,78.78,17,43,5.19
546,Talcahuano,CL,-36.7167,-73.1167,64.4,77,90,11.5
547,Wilmington,US,34.2257,-77.9447,54.0,94,90,9.22
548,Hearst,CA,49.6835,-83.6665,12.2,85,100,8.05
549,Fortaleza,BR,-3.7227,-38.5247,82.4,74,40,12.66
550,Mwinilunga,ZM,-11.7358,24.4293,64.51,91,100,0.69
551,Pitimbu,BR,-7.4706,-34.8086,80.6,78,0,6.91
552,Muisne,EC,0.6,-80.0333,78.8,89,75,9.22
553,Malatya,TR,38.5,38.0,41.0,70,0,2.3
554,Piacabucu,BR,-10.4056,-36.4344,80.26,74,38,17.52
555,Tocopilla,CL,-22.092,-70.1979,72.07,50,91,5.68
556,Kushmurun,KZ,52.4503,64.6311,34.18,98,100,15.93
557,Mehran,IR,33.1222,46.1646,42.8,93,90,6.91
558,Pokhara,NP,28.2333,83.9833,48.52,50,53,6.51
559,Kandi,BJ,11.1342,2.9386,80.65,16,0,5.3
560,Dotnuva,LT,55.35,23.9,12.2,85,12,2.3
561,Gagra,GE,43.3283,40.2239,42.8,75,40,4.47
562,Angoche,MZ,-16.2325,39.9086,81.07,84,100,4.65
563,Bloomingdale,US,27.8936,-82.2404,78.8,41,1,10.36
564,Ouallam,NE,14.3188,2.0866,79.5,16,59,10.29
565,Kalengwa,ZM,-13.4659,25.0027,66.87,94,100,3.98
566,Bratslav,UA,48.8226,28.9407,27.0,79,74,5.82
567,Mahanoro,MG,-19.9,48.8,76.98,85,5,4.79
568,Hurghada,EG,27.2574,33.8129,66.2,48,0,12.66
569,Banepa,NP,27.6298,85.5214,48.2,76,40,2.3
570,Porbandar,IN,21.6422,69.6093,67.26,35,0,15.86
571,Kolchugino,RU,56.3,39.3833,-0.56,92,99,8.43
572,Vigeland,NO,58.0844,7.305,23.0,19,54,19.82
573,Antipino,RU,57.1068,65.7576,32.0,100,90,11.18
574,Ostroleka,PL,53.0862,21.5757,17.01,73,7,3.6
575,Maputo,MZ,-25.9653,32.5892,81.0,83,75,6.91
576,Doka,SD,13.5167,35.7667,66.38,24,0,13.09
577,Kalmunai,LK,7.4167,81.8167,75.7,87,94,8.93
578,Bandipur,NP,27.9333,84.4167,43.29,86,74,2.17
579,Kismayo,SO,-0.3582,42.5454,76.8,84,0,13.6
580,Jasper,US,37.2001,-94.3502,51.01,40,1,10.36
581,Gat,IL,31.61,34.7642,61.0,100,31,5.68
582,Tara,RU,56.8944,74.371,27.52,99,97,7.76
583,Sechura,PE,-5.5569,-80.8222,82.09,55,51,14.14
584,Horasan,TR,40.0458,42.1728,18.9,89,8,3.18
585,Camacha,PT,33.0833,-16.3333,57.2,67,40,18.41
586,Addanki,IN,15.8167,79.9833,65.59,83,19,2.1
587,Sakakah,SA,29.9697,40.2064,55.4,76,20,8.05
588,Carndonagh,IE,55.25,-7.2667,42.62,88,100,15.66
